"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","371"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","130"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","325"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","386"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","384"
"Washoe","RENO-VERDI 1036","President and Vice President of the United States","TRUMP, DONALD J.","170"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","374"
"Washoe","RENO-VERDI 1036","District Court Judge, District 2, Department  7","WALKER, EGAN K.","392"
"Washoe","RENO-VERDI 1036","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","152"
"Washoe","RENO-VERDI 1038","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","251"
"Washoe","RENO-VERDI 1038","U.S. Representative in Congress, District 2","Amodei, Mark E.","189"
"Washoe","RENO-VERDI 1038","University Board of Regents, District 10","ARRASCADA, JOSEPH","183"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","295"
"Washoe","RENO-VERDI 1038","COUNTY COMMISSION, DISTRICT 1","BERKBIGLER, MARSHA","179"
"Washoe","RENO-VERDI 1038","President and Vice President of the United States","BIDEN, JOSEPH R.","277"
"Washoe","RENO-VERDI 1038","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","RENO-VERDI 1038","Reno City Council, Ward 1","Brekhus, Jenny","207"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","329"
"Washoe","RENO-VERDI 1038","Court of Appeals Judge, Department 3","Bulla, Bonnie","209"
"Washoe","RENO-VERDI 1038","Court of Appeals Judge, Department 3","BUSH, SUSAN","101"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","84"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","263"
"Washoe","RENO-VERDI 1038","RENO MUNICIPAL COURT JUDGE, DEPARTMENT 1","DRAKULICH, GENE","305"
"Washoe","RENO-VERDI 1038","Reno City Council, Ward 1","DRAKULICH, JOHN ""JD""","202"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","319"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  9","Freeman, Scott N.","319"
"Washoe","RENO-VERDI 1038","Supreme Court Justice, Seat D","FUMO, Ozzie","164"
"Washoe","RENO-VERDI 1038","State Senate, District 15","Gansert, Heidi S.","203"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  2","Grossman, Dixie","316"
"Washoe","RENO-VERDI 1038","U.S. Representative in Congress, District 2","HANSEN, JANINE","3"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 15","HARDY, DAVID A.","301"
"Washoe","RENO-VERDI 1038","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","197"
"Washoe","RENO-VERDI 1038","COUNTY COMMISSION, DISTRICT 1","HILL, ALEXIS","256"
"Washoe","RENO-VERDI 1038","State Senate, District 15","JAUREGUI-JACKINS, WENDY","238"
"Washoe","RENO-VERDI 1038","President and Vice President of the United States","JORGENSEN, JO","0"
"Washoe","RENO-VERDI 1038","RENO CITY COUNCIL, AT-LARGE","LORTON, GEORGE ""EDDIE""","148"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","307"
"Washoe","RENO-VERDI 1038","University Board of Regents, District 10","MELCHER, KEVIN","199"
"Washoe","RENO-VERDI 1038","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","193"
"Washoe","RENO-VERDI 1038","Court of Appeals Judge, Department 3","None Of These Candidates","66"
"Washoe","RENO-VERDI 1038","President and Vice President of the United States","None Of These Candidates","2"
"Washoe","RENO-VERDI 1038","Supreme Court Justice, Seat D","None Of These Candidates","42"
"Washoe","RENO-VERDI 1038","Supreme Court Justice, Seat B","None Of These Candidates","44"
"Washoe","RENO-VERDI 1038","Supreme Court Justice, Seat B","Pickering, Kristina","305"
"Washoe","RENO-VERDI 1038","RENO CITY COUNCIL, AT-LARGE","REESE, DEVON THOMAS","244"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","300"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","301"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","236"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","285"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","121"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","166"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","311"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","305"
"Washoe","RENO-VERDI 1038","State Assembly, District 25","Tolles, Jill","310"
"Washoe","RENO-VERDI 1038","President and Vice President of the United States","TRUMP, DONALD J.","168"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","296"
"Washoe","RENO-VERDI 1038","District Court Judge, District 2, Department  7","WALKER, EGAN K.","306"
"Washoe","RENO-VERDI 1038","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","165"
"Washoe","RENO-VERDI 1039","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","291"
"Washoe","RENO-VERDI 1039","U.S. Representative in Congress, District 2","Amodei, Mark E.","165"
"Washoe","RENO-VERDI 1039","University Board of Regents, District 10","ARRASCADA, JOSEPH","189"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","278"
"Washoe","RENO-VERDI 1039","President and Vice President of the United States","BIDEN, JOSEPH R.","300"
"Washoe","RENO-VERDI 1039","President and Vice President of the United States","BLANKENSHIP, DON","3"
"Washoe","RENO-VERDI 1039","Reno City Council, Ward 1","Brekhus, Jenny","223"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","282"
"Washoe","RENO-VERDI 1039","Court of Appeals Judge, Department 3","Bulla, Bonnie","160"
"Washoe","RENO-VERDI 1039","Court of Appeals Judge, Department 3","BUSH, SUSAN","129"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","122"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","227"
"Washoe","RENO-VERDI 1039","RENO MUNICIPAL COURT JUDGE, DEPARTMENT 1","DRAKULICH, GENE","285"
"Washoe","RENO-VERDI 1039","Reno City Council, Ward 1","DRAKULICH, JOHN ""JD""","159"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","306"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  9","Freeman, Scott N.","291"
"Washoe","RENO-VERDI 1039","Supreme Court Justice, Seat D","FUMO, Ozzie","181"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  2","Grossman, Dixie","284"
"Washoe","RENO-VERDI 1039","U.S. Representative in Congress, District 2","HANSEN, JANINE","16"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 15","HARDY, DAVID A.","269"
"Washoe","RENO-VERDI 1039","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","143"
"Washoe","RENO-VERDI 1039","President and Vice President of the United States","JORGENSEN, JO","6"
"Washoe","RENO-VERDI 1039","RENO CITY COUNCIL, AT-LARGE","LORTON, GEORGE ""EDDIE""","169"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","278"
"Washoe","RENO-VERDI 1039","University Board of Regents, District 10","MELCHER, KEVIN","132"
"Washoe","RENO-VERDI 1039","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","217"
"Washoe","RENO-VERDI 1039","Supreme Court Justice, Seat D","None Of These Candidates","91"
"Washoe","RENO-VERDI 1039","Court of Appeals Judge, Department 3","None Of These Candidates","110"
"Washoe","RENO-VERDI 1039","President and Vice President of the United States","None Of These Candidates","5"
"Washoe","RENO-VERDI 1039","Supreme Court Justice, Seat B","None Of These Candidates","114"
"Washoe","RENO-VERDI 1039","State Assembly, District 24","Peters, Sarah","340"
"Washoe","RENO-VERDI 1039","Supreme Court Justice, Seat B","Pickering, Kristina","278"
"Washoe","RENO-VERDI 1039","RENO CITY COUNCIL, AT-LARGE","REESE, DEVON THOMAS","200"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","278"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","209"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","127"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","268"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","117"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","230"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","284"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","281"
"Washoe","RENO-VERDI 1039","President and Vice President of the United States","TRUMP, DONALD J.","184"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","275"
"Washoe","RENO-VERDI 1039","District Court Judge, District 2, Department  7","WALKER, EGAN K.","275"
"Washoe","RENO-VERDI 1039","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","110"
"Washoe","RENO-VERDI 1040","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","RENO-VERDI 1040","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","RENO-VERDI 1040","University Board of Regents, District 10","ARRASCADA, JOSEPH","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","RENO-VERDI 1040","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","RENO-VERDI 1040","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","RENO-VERDI 1040","Reno City Council, Ward 1","Brekhus, Jenny","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","RENO-VERDI 1040","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","RENO-VERDI 1040","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","RENO-VERDI 1040","RENO MUNICIPAL COURT JUDGE, DEPARTMENT 1","DRAKULICH, GENE","*"
"Washoe","RENO-VERDI 1040","Reno City Council, Ward 1","DRAKULICH, JOHN ""JD""","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","RENO-VERDI 1040","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","RENO-VERDI 1040","State Senate, District 15","Gansert, Heidi S.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","RENO-VERDI 1040","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","RENO-VERDI 1040","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","RENO-VERDI 1040","State Senate, District 15","JAUREGUI-JACKINS, WENDY","*"
"Washoe","RENO-VERDI 1040","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","RENO-VERDI 1040","RENO CITY COUNCIL, AT-LARGE","LORTON, GEORGE ""EDDIE""","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","RENO-VERDI 1040","University Board of Regents, District 10","MELCHER, KEVIN","*"
"Washoe","RENO-VERDI 1040","School Board Trustee, District E","MONTOGNESE, MATTHEW","*"
"Washoe","RENO-VERDI 1040","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","*"
"Washoe","RENO-VERDI 1040","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","RENO-VERDI 1040","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","RENO-VERDI 1040","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","RENO-VERDI 1040","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","RENO-VERDI 1040","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","RENO-VERDI 1040","RENO CITY COUNCIL, AT-LARGE","REESE, DEVON THOMAS","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","RENO-VERDI 1040","School Board Trustee, District E","TAYLOR, ANGIE","*"
"Washoe","RENO-VERDI 1040","State Assembly, District 25","Tolles, Jill","*"
"Washoe","RENO-VERDI 1040","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","RENO-VERDI 1040","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","RENO-VERDI 1040","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","*"
"Washoe","RENO-VERDI 1043","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","450"
"Washoe","RENO-VERDI 1043","U.S. Representative in Congress, District 2","Amodei, Mark E.","305"
"Washoe","RENO-VERDI 1043","University Board of Regents, District 10","ARRASCADA, JOSEPH","360"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","557"
"Washoe","RENO-VERDI 1043","State Assembly, District 27","Benitez-Thompson, Teresa","477"
"Washoe","RENO-VERDI 1043","COUNTY COMMISSION, DISTRICT 1","BERKBIGLER, MARSHA","306"
"Washoe","RENO-VERDI 1043","President and Vice President of the United States","BIDEN, JOSEPH R.","488"
"Washoe","RENO-VERDI 1043","President and Vice President of the United States","BLANKENSHIP, DON","2"
"Washoe","RENO-VERDI 1043","Reno City Council, Ward 1","Brekhus, Jenny","364"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","562"
"Washoe","RENO-VERDI 1043","Court of Appeals Judge, Department 3","Bulla, Bonnie","278"
"Washoe","RENO-VERDI 1043","Court of Appeals Judge, Department 3","BUSH, SUSAN","294"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","218"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","389"
"Washoe","RENO-VERDI 1043","RENO MUNICIPAL COURT JUDGE, DEPARTMENT 1","DRAKULICH, GENE","553"
"Washoe","RENO-VERDI 1043","Reno City Council, Ward 1","DRAKULICH, JOHN ""JD""","308"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","606"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department  9","Freeman, Scott N.","560"
"Washoe","RENO-VERDI 1043","Supreme Court Justice, Seat D","FUMO, Ozzie","332"
"Washoe","RENO-VERDI 1043","State Senate, District 15","Gansert, Heidi S.","334"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department  2","Grossman, Dixie","559"
"Washoe","RENO-VERDI 1043","U.S. Representative in Congress, District 2","HANSEN, JANINE","34"
"Washoe","RENO-VERDI 1043","District Court Judge, District 2, Department 15","HARDY, DAVID A.","544"
"Washoe","RENO-VERDI 1043","State Assembly, District 27","HAWN, BARB","294"
"Washoe","RENO-VERDI 1043","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","282"
"Washoe","RENO-VERDI 1043","COUNTY COMMISSION, DISTRICT 1","HILL, ALEXIS","465"
"Washoe","RENO-VERDI 1043","State Senate, District 15","JAUREGUI-JACKINS, WENDY","447"
